zip,registered_evs,station_count,l1_ports,l2_ports,dcfc_ports,land_sqmi,total_ports,evs_per_dcfc_port,evs_per_total_port,ev_density_per_sqmi
14822,2,0.0,0.0,0.0,0.0,39.832,0.0,,,0.0502108857200241
14823,9,0.0,0.0,0.0,0.0,94.872,0.0,,,0.09486465975208702
14824,2,0.0,0.0,0.0,0.0,20.437,0.0,,,0.0978617213876792
14825,2,0.0,0.0,0.0,0.0,16.766,0.0,,,0.11928903733746869
14826,2,0.0,0.0,0.0,0.0,59.074,0.0,,,0.033855841825506994
14830,135,5.0,0.0,20.0,0.0,90.623,20.0,,6.75,1.4896880482879622
14837,16,1.0,0.0,2.0,0.0,78.736,2.0,,8.0,0.203210729526519
14838,8,0.0,0.0,0.0,0.0,39.876,0.0,,,0.20062192797672787
14840,18,6.0,0.0,15.0,2.0,58.628,17.0,9.0,1.0588235294117647,0.30702053626253667
14841,12,0.0,0.0,0.0,0.0,20.172,0.0,,,0.594883997620464
14842,6,0.0,0.0,0.0,0.0,15.719,0.0,,,0.38170367071696676
14843,30,8.0,0.0,20.0,4.0,95.733,24.0,7.5,1.25,0.31337156466422234
14845,157,6.0,0.0,28.0,4.0,78.184,32.0,39.25,4.90625,2.008083495344316
14846,1,0.0,0.0,0.0,0.0,34.537,0.0,,,0.0289544546428468
14847,14,0.0,0.0,0.0,0.0,40.438,0.0,,,0.3462090113259805
14850,1229,69.0,0.0,185.0,22.0,124.815,207.0,55.86363636363637,5.93719806763285,9.846572927933341
14851,9,0.0,0.0,0.0,0.0,,0.0,,,
14852,3,0.0,0.0,0.0,0.0,,0.0,,,
14853,25,6.0,0.0,12.0,0.0,0.385,12.0,,2.0833333333333335,64.93506493506493
14858,3,0.0,0.0,0.0,0.0,36.531,0.0,,,0.08212203334154554
14859,1,0.0,0.0,0.0,0.0,31.329,0.0,,,0.03191930798940279
14860,15,3.0,0.0,10.0,0.0,20.176,10.0,,1.5,0.7434575733544806
14861,2,0.0,0.0,0.0,0.0,35.459,0.0,,,0.05640316985814602
14863,1,0.0,0.0,0.0,0.0,,0.0,,,
14864,4,1.0,0.0,2.0,0.0,12.118,2.0,,2.0,0.3300874731803928
14865,15,3.0,0.0,10.0,0.0,22.147,10.0,,1.5,0.6772926355714093
14867,59,0.0,0.0,0.0,0.0,67.714,0.0,,,0.871311693298284
14869,9,0.0,0.0,0.0,0.0,18.815,0.0,,,0.4783417486048365
14870,87,8.0,0.0,30.0,36.0,64.471,66.0,2.4166666666666665,1.3181818181818181,1.349443936033255
14871,17,0.0,0.0,0.0,0.0,52.862,0.0,,,0.3215920699178994
14872,2,0.0,0.0,0.0,0.0,5.808,0.0,,,0.34435261707988984
14873,3,0.0,0.0,0.0,0.0,73.823,0.0,,,0.04063774162523875
14877,3,0.0,0.0,0.0,0.0,45.976,0.0,,,0.06525143553158169
14878,1,0.0,0.0,0.0,0.0,15.994,0.0,,,0.06252344629235963
14879,6,0.0,0.0,0.0,0.0,43.984,0.0,,,0.1364132411786104
14880,3,0.0,0.0,0.0,0.0,52.189,0.0,,,0.05748337772327502
14881,8,0.0,0.0,0.0,0.0,1.534,0.0,,,5.215123859191656
14882,60,0.0,0.0,0.0,0.0,32.486,0.0,,,1.8469494551499108
14883,24,0.0,0.0,0.0,0.0,72.565,0.0,,,0.3307379590711776
14884,1,0.0,0.0,0.0,0.0,22.654,0.0,,,0.04414231482298932
14885,1,0.0,0.0,0.0,0.0,42.529,0.0,,,0.023513367349338097
14886,134,13.0,0.0,18.0,8.0,75.108,26.0,16.75,5.153846153846154,1.7840975661713798
14887,1,0.0,0.0,0.0,0.0,,0.0,,,
14889,6,0.0,0.0,0.0,0.0,42.64,0.0,,,0.14071294559099437
14891,24,6.0,0.0,25.0,0.0,54.396,25.0,,0.96,0.44120891242003085
14892,24,0.0,0.0,0.0,0.0,42.244,0.0,,,0.5681280181800966
14895,21,1.0,0.0,1.0,0.0,115.987,1.0,,21.0,0.18105477337977532
14897,1,0.0,0.0,0.0,0.0,24.575,0.0,,,0.04069175991861648
14901,29,2.0,0.0,2.0,1.0,33.2,3.0,29.0,9.666666666666666,0.8734939759036143
14903,58,10.0,0.0,17.0,34.0,21.647,51.0,1.7058823529411764,1.1372549019607843,2.6793551069432255
14904,26,0.0,0.0,0.0,0.0,6.449,0.0,,,4.0316328112885715
14905,52,1.0,0.0,2.0,0.0,3.711,2.0,,26.0,14.01239558070601
15017,1,0.0,0.0,0.0,0.0,12.204,0.0,,,0.08194034742707308
15542,1,0.0,0.0,0.0,0.0,36.26,0.0,,,0.027578599007170437
18938,1,0.0,0.0,0.0,0.0,40.894,0.0,,,0.024453465055998436
19044,7,0.0,0.0,0.0,0.0,9.003,0.0,,,0.7775186049094747
19131,1,0.0,0.0,0.0,0.0,5.271,0.0,,,0.1897173211914248
19147,1,0.0,0.0,0.0,0.0,1.338,0.0,,,0.7473841554559043
19446,1,0.0,0.0,0.0,0.0,22.559,0.0,,,0.04432820603750166
20005,1,0.0,0.0,0.0,0.0,0.433,0.0,,,2.3094688221709005
20007,1,0.0,0.0,0.0,0.0,3.09,0.0,,,0.3236245954692557
20144,1,0.0,0.0,0.0,0.0,44.605,0.0,,,0.022419011321600717
